"stateFIPS","State","Year","Value","Data Comment","Age Group"
"35","New Mexico","2009","12.3%","","45 to 54"
"35","New Mexico","2009","13.8%","","55 to 64"
"35","New Mexico","2009","12.8%","","65 or older"
"35","New Mexico","2010","20.9%","","18 to 24"
"35","New Mexico","2010","16.3%","","25 to 34"
"35","New Mexico","2010","13.4%","","35 to 44"
"35","New Mexico","2010","12.7%","","45 to 54"
"35","New Mexico","2010","14.9%","","55 to 64"
"35","New Mexico","2010","11.0%","","65 or older"
"36","New York","1999","Data Not Collected","","18 to 24"
"36","New York","1999","Data Not Collected","","25 to 34"
"36","New York","1999","Data Not Collected","","35 to 44"
"36","New York","1999","Data Not Collected","","45 to 54"
"36","New York","1999","Data Not Collected","","55 to 64"
"36","New York","1999","Data Not Collected","","65 or older"
"36","New York","2000","14.9%","","18 to 24"
"36","New York","2000","11.0%","","25 to 34"
"36","New York","2000","9.5%","","35 to 44"
"36","New York","2000","12.4%","","45 to 54"
"36","New York","2000","9.4%","","55 to 64"
"36","New York","2000","7.9%","","65 or older"
"36","New York","2001","13.5%","","18 to 24"
"36","New York","2001","11.8%","","25 to 34"
"36","New York","2001","9.6%","","35 to 44"
"36","New York","2001","12.8%","","45 to 54"
"36","New York","2001","9.9%","","55 to 64"
"36","New York","2001","9.7%","","65 or older"
"36","New York","2002","14.1%","","18 to 24"
"36","New York","2002","11.7%","","25 to 34"
"36","New York","2002","12.0%","","35 to 44"
"36","New York","2002","10.7%","","45 to 54"
"36","New York","2002","11.4%","","55 to 64"
"36","New York","2002","9.7%","","65 or older"
"36","New York","2003","15.6%","","18 to 24"
"36","New York","2003","14.0%","","25 to 34"
"36","New York","2003","10.6%","","35 to 44"
"36","New York","2003","11.2%","","45 to 54"
"36","New York","2003","11.9%","","55 to 64"
"36","New York","2003","8.4%","","65 or older"
"36","New York","2004","20.2%","","18 to 24"
"36","New York","2004","14.5%","","25 to 34"
"36","New York","2004","12.9%","","35 to 44"
"36","New York","2004","13.5%","","45 to 54"
"36","New York","2004","16.8%","","55 to 64"
"36","New York","2004","10.0%","","65 or older"
"36","New York","2005","20.1%","","18 to 24"
"36","New York","2005","14.1%","","25 to 34"
"36","New York","2005","14.1%","","35 to 44"
"36","New York","2005","13.3%","","45 to 54"
"36","New York","2005","11.7%","","55 to 64"
"36","New York","2005","11.1%","","65 or older"
"36","New York","2006","20.9%","","18 to 24"
"36","New York","2006","11.3%","","25 to 34"
"36","New York","2006","14.7%","","35 to 44"
"36","New York","2006","11.0%","","45 to 54"
"36","New York","2006","13.1%","","55 to 64"
"36","New York","2006","9.7%","","65 or older"
"36","New York","2007","17.2%","","18 to 24"
"36","New York","2007","16.2%","","25 to 34"
"36","New York","2007","12.9%","","35 to 44"
"36","New York","2007","14.2%","","45 to 54"
"36","New York","2007","13.8%","","55 to 64"
"36","New York","2007","10.9%","","65 or older"
"36","New York","2008","24.6%","","18 to 24"
"36","New York","2008","12.8%","","25 to 34"
"36","New York","2008","11.9%","","35 to 44"
"36","New York","2008","12.4%","","45 to 54"
"36","New York","2008","14.0%","","55 to 64"
"36","New York","2008","11.4%","","65 or older"
"36","New York","2009","20.8%","","18 to 24"
"36","New York","2009","15.5%","","25 to 34"
"36","New York","2009","11.7%","","35 to 44"
"36","New York","2009","13.9%","","45 to 54"
"36","New York","2009","15.1%","","55 to 64"
"36","New York","2009","11.9%","","65 or older"
"36","New York","2010","19.6%","","18 to 24"
"36","New York","2010","15.8%","","25 to 34"
"36","New York","2010","14.1%","","35 to 44"
"36","New York","2010","15.6%","","45 to 54"
"36","New York","2010","13.5%","","55 to 64"
"36","New York","2010","12.9%","","65 or older"
"37","North Carolina","1999","Data Not Collected","","18 to 24"
"37","North Carolina","1999","Data Not Collected","","25 to 34"
"37","North Carolina","1999","Data Not Collected","","35 to 44"
"37","North Carolina","1999","Data Not Collected","","45 to 54"
"37","North Carolina","1999","Data Not Collected","","55 to 64"
"37","North Carolina","1999","Data Not Collected","","65 or older"
"37","North Carolina","2000","11.7%","","18 to 24"
"37","North Carolina","2000","9.4%","","25 to 34"
"37","North Carolina","2000","8.5%","","35 to 44"
"37","North Carolina","2000","12.1%","","45 to 54"
"37","North Carolina","2000","8.7%","","55 to 64"
"37","North Carolina","2000","10.6%","","65 or older"
"37","North Carolina","2001","14.8%","","18 to 24"
"37","North Carolina","2001","10.1%","","25 to 34"
"37","North Carolina","2001","8.8%","","35 to 44"
"37","North Carolina","2001","8.7%","","45 to 54"
"37","North Carolina","2001","11.8%","","55 to 64"
"37","North Carolina","2001","8.1%","","65 or older"
"37","North Carolina","2002","11.0%","","18 to 24"
"37","North Carolina","2002","8.8%","","25 to 34"
"37","North Carolina","2002","12.3%","","35 to 44"
"37","North Carolina","2002","13.2%","","45 to 54"
"37","North Carolina","2002","10.1%","","55 to 64"
"37","North Carolina","2002","10.0%","","65 or older"
"37","North Carolina","2003","15.4%","","18 to 24"
"37","North Carolina","2003","10.5%","","25 to 34"
"37","North Carolina","2003","10.8%","","35 to 44"
"37","North Carolina","2003","10.3%","","45 to 54"
"37","North Carolina","2003","10.5%","","55 to 64"
"37","North Carolina","2003","11.3%","","65 or older"
"37","North Carolina","2004","18.1%","","18 to 24"
"37","North Carolina","2004","10.4%","","25 to 34"
"37","North Carolina","2004","13.9%","","35 to 44"
"37","North Carolina","2004","13.2%","","45 to 54"
"37","North Carolina","2004","13.7%","","55 to 64"
"37","North Carolina","2004","11.3%","","65 or older"
"37","North Carolina","2005","12.1%","","18 to 24"
"37","North Carolina","2005","10.1%","","25 to 34"
"37","North Carolina","2005","9.2%","","35 to 44"
"37","North Carolina","2005","9.9%","","45 to 54"
"37","North Carolina","2005","10.4%","","55 to 64"
"37","North Carolina","2005","9.7%","","65 or older"
"37","North Carolina","2006","13.6%","","18 to 24"
"37","North Carolina","2006","10.1%","","25 to 34"
"37","North Carolina","2006","9.8%","","35 to 44"
"37","North Carolina","2006","11.0%","","45 to 54"
"37","North Carolina","2006","10.8%","","55 to 64"
"37","North Carolina","2006","11.1%","","65 or older"
"37","North Carolina","2007","18.6%","","18 to 24"
"37","North Carolina","2007","11.4%","","25 to 34"
"37","North Carolina","2007","10.3%","","35 to 44"
"37","North Carolina","2007","11.0%","","45 to 54"
"37","North Carolina","2007","12.1%","","55 to 64"
"37","North Carolina","2007","11.1%","","65 or older"
"37","North Carolina","2008","13.4%","","18 to 24"
"37","North Carolina","2008","10.7%","","25 to 34"
"37","North Carolina","2008","10.6%","","35 to 44"
"37","North Carolina","2008","13.0%","","45 to 54"
"37","North Carolina","2008","12.0%","","55 to 64"
"37","North Carolina","2008","10.9%","","65 or older"
"37","North Carolina","2009","18.3%","","18 to 24"
"37","North Carolina","2009","15.7%","","25 to 34"
"37","North Carolina","2009","10.6%","","35 to 44"
"37","North Carolina","2009","12.1%","","45 to 54"
"37","North Carolina","2009","12.1%","","55 to 64"
"37","North Carolina","2009","10.5%","","65 or older"
"37","North Carolina","2010","18.3%","","18 to 24"
"37","North Carolina","2010","13.1%","","25 to 34"
"37","North Carolina","2010","10.8%","","35 to 44"
"37","North Carolina","2010","11.2%","","45 to 54"
"37","North Carolina","2010","12.5%","","55 to 64"
"37","North Carolina","2010","11.9%","","65 or older"
"38","North Dakota","1999","Data Not Collected","","18 to 24"
"38","North Dakota","1999","Data Not Collected","","25 to 34"
"38","North Dakota","1999","Data Not Collected","","35 to 44"
"38","North Dakota","1999","Data Not Collected","","45 to 54"
"38","North Dakota","1999","Data Not Collected","","55 to 64"
"38","North Dakota","1999","Data Not Collected","","65 or older"
"38","North Dakota","2000","15.2%","","18 to 24"
"38","North Dakota","2000","10.1%","","25 to 34"
"38","North Dakota","2000","7.3%","","35 to 44"
"38","North Dakota","2000","5.4%","","45 to 54"
"38","North Dakota","2000","9.8%","","55 to 64"
"38","North Dakota","2000","8.8%","","65 or older"
"38","North Dakota","2001","13.1%","","18 to 24"
"38","North Dakota","2001","11.7%","","25 to 34"
"38","North Dakota","2001","7.7%","","35 to 44"
"38","North Dakota","2001","7.6%","","45 to 54"
"38","North Dakota","2001","8.0%","","55 to 64"
"38","North Dakota","2001","7.4%","","65 or older"
"38","North Dakota","2002","13.8%","","18 to 24"
"38","North Dakota","2002","12.5%","","25 to 34"
"38","North Dakota","2002","9.6%","","35 to 44"
"38","North Dakota","2002","7.0%","","45 to 54"
"38","North Dakota","2002","10.5%","","55 to 64"
"38","North Dakota","2002","9.2%","","65 or older"
"38","North Dakota","2003","13.8%","","18 to 24"
"38","North Dakota","2003","12.2%","","25 to 34"
"38","North Dakota","2003","7.9%","","35 to 44"
"38","North Dakota","2003","7.8%","","45 to 54"
"38","North Dakota","2003","10.0%","","55 to 64"
"38","North Dakota","2003","9.7%","","65 or older"
"38","North Dakota","2004","13.2%","","18 to 24"
"38","North Dakota","2004","13.0%","","25 to 34"
"38","North Dakota","2004","9.5%","","35 to 44"
"38","North Dakota","2004","9.9%","","45 to 54"
"38","North Dakota","2004","10.3%","","55 to 64"
"38","North Dakota","2004","10.9%","","65 or older"
"38","North Dakota","2005","18.4%","","18 to 24"
"38","North Dakota","2005","13.8%","","25 to 34"
"38","North Dakota","2005","8.9%","","35 to 44"
"38","North Dakota","2005","8.1%","","45 to 54"
"38","North Dakota","2005","8.3%","","55 to 64"
"38","North Dakota","2005","10.0%","","65 or older"
"38","North Dakota","2006","17.1%","","18 to 24"
"38","North Dakota","2006","11.6%","","25 to 34"
"38","North Dakota","2006","9.7%","","35 to 44"
"38","North Dakota","2006","7.1%","","45 to 54"
"38","North Dakota","2006","8.3%","","55 to 64"
"38","North Dakota","2006","8.5%","","65 or older"
"38","North Dakota","2007","12.7%","","18 to 24"
"38","North Dakota","2007","14.2%","","25 to 34"
"38","North Dakota","2007","9.5%","","35 to 44"
"38","North Dakota","2007","10.6%","","45 to 54"
"38","North Dakota","2007","10.2%","","55 to 64"
"38","North Dakota","2007","10.3%","","65 or older"
"38","North Dakota","2008","15.1%","","18 to 24"
"38","North Dakota","2008","13.7%","","25 to 34"
"38","North Dakota","2008","10.6%","","35 to 44"
"38","North Dakota","2008","9.9%","","45 to 54"
"38","North Dakota","2008","10.2%","","55 to 64"
"38","North Dakota","2008","10.3%","","65 or older"
"38","North Dakota","2009","16.9%","","18 to 24"
"38","North Dakota","2009","12.6%","","25 to 34"
"38","North Dakota","2009","11.9%","","35 to 44"
"38","North Dakota","2009","10.4%","","45 to 54"
"38","North Dakota","2009","9.5%","","55 to 64"
"38","North Dakota","2009","10.6%","","65 or older"
"38","North Dakota","2010","15.2%","","18 to 24"
"38","North Dakota","2010","9.5%","","25 to 34"
"38","North Dakota","2010","11.6%","","35 to 44"
"38","North Dakota","2010","8.6%","","45 to 54"
"38","North Dakota","2010","10.3%","","55 to 64"
"38","North Dakota","2010","9.3%","","65 or older"
"39","Ohio","1999","Data Not Collected","","18 to 24"
"39","Ohio","1999","Data Not Collected","","25 to 34"
"39","Ohio","1999","Data Not Collected","","35 to 44"
"39","Ohio","1999","Data Not Collected","","45 to 54"
"39","Ohio","1999","Data Not Collected","","55 to 64"
"39","Ohio","1999","Data Not Collected","","65 or older"
"39","Ohio","2000","9.4%","","18 to 24"
"39","Ohio","2000","11.2%","","25 to 34"
"39","Ohio","2000","13.8%","","35 to 44"
"39","Ohio","2000","11.6%","","45 to 54"
"39","Ohio","2000","6.9%","","55 to 64"
"39","Ohio","2000","10.7%","","65 or older"
"39","Ohio","2001","10.2%","","18 to 24"
"39","Ohio","2001","10.1%","","25 to 34"
"39","Ohio","2001","11.6%","","35 to 44"
"39","Ohio","2001","8.1%","","45 to 54"
"39","Ohio","2001","9.7%","","55 to 64"
"39","Ohio","2001","9.0%","","65 or older"
"39","Ohio","2002","12.4%","","18 to 24"
"39","Ohio","2002","11.8%","","25 to 34"
"39","Ohio","2002","8.3%","","35 to 44"
"39","Ohio","2002","10.2%","","45 to 54"
"39","Ohio","2002","10.3%","","55 to 64"
"39","Ohio","2002","10.0%","","65 or older"
"39","Ohio","2003","13.3%","","18 to 24"
"39","Ohio","2003","12.7%","","25 to 34"
"39","Ohio","2003","9.0%","","35 to 44"
"39","Ohio","2003","11.7%","","45 to 54"
"39","Ohio","2003","10.9%","","55 to 64"
"39","Ohio","2003","8.2%","","65 or older"
"39","Ohio","2004","16.0%","","18 to 24"
"39","Ohio","2004","13.6%","","25 to 34"
"39","Ohio","2004","12.4%","","35 to 44"
"39","Ohio","2004","10.7%","","45 to 54"
"39","Ohio","2004","13.5%","","55 to 64"
"39","Ohio","2004","9.2%","","65 or older"
"39","Ohio","2005","14.0%","","18 to 24"
"39","Ohio","2005","13.7%","","25 to 34"
"39","Ohio","2005","10.1%","","35 to 44"
"39","Ohio","2005","9.8%","","45 to 54"
"39","Ohio","2005","13.7%","","55 to 64"
"39","Ohio","2005","8.4%","","65 or older"
"39","Ohio","2006","19.9%","","18 to 24"
"39","Ohio","2006","12.7%","","25 to 34"
"39","Ohio","2006","12.5%","","35 to 44"
"39","Ohio","2006","13.4%","","45 to 54"
"39","Ohio","2006","14.2%","","55 to 64"
"39","Ohio","2006","10.9%","","65 or older"
"39","Ohio","2007","21.2%","","18 to 24"
"39","Ohio","2007","15.1%","","25 to 34"
"39","Ohio","2007","12.3%","","35 to 44"
"39","Ohio","2007","11.7%","","45 to 54"
"39","Ohio","2007","11.8%","","55 to 64"
"39","Ohio","2007","9.7%","","65 or older"
"39","Ohio","2008","14.8%","","18 to 24"
"39","Ohio","2008","17.7%","","25 to 34"
"39","Ohio","2008","14.4%","","35 to 44"
"39","Ohio","2008","14.0%","","45 to 54"
"39","Ohio","2008","13.4%","","55 to 64"
"39","Ohio","2008","11.2%","","65 or older"
"39","Ohio","2009","23.0%","","18 to 24"
"39","Ohio","2009","19.4%","","25 to 34"
"39","Ohio","2009","13.1%","","35 to 44"
"39","Ohio","2009","13.2%","","45 to 54"
"39","Ohio","2009","14.8%","","55 to 64"
"39","Ohio","2009","10.1%","","65 or older"
"39","Ohio","2010","21.9%","","18 to 24"
"39","Ohio","2010","15.1%","","25 to 34"
"39","Ohio","2010","13.0%","","35 to 44"
"39","Ohio","2010","13.0%","","45 to 54"
"39","Ohio","2010","13.4%","","55 to 64"
"39","Ohio","2010","11.2%","","65 or older"
"40","Oklahoma","1999","Data Not Collected","","18 to 24"
"40","Oklahoma","1999","Data Not Collected","","25 to 34"
"40","Oklahoma","1999","Data Not Collected","","35 to 44"
"40","Oklahoma","1999","Data Not Collected","","45 to 54"
"40","Oklahoma","1999","Data Not Collected","","55 to 64"
"40","Oklahoma","1999","Data Not Collected","","65 or older"
"40","Oklahoma","2000","14.1%","","18 to 24"
"40","Oklahoma","2000","10.1%","","25 to 34"
"40","Oklahoma","2000","9.6%","","35 to 44"
"40","Oklahoma","2000","8.4%","","45 to 54"
"40","Oklahoma","2000","8.1%","","55 to 64"
"40","Oklahoma","2000","6.0%","","65 or older"
"40","Oklahoma","2001","11.6%","","18 to 24"
"40","Oklahoma","2001","12.3%","","25 to 34"
"40","Oklahoma","2001","7.9%","","35 to 44"
"40","Oklahoma","2001","10.7%","","45 to 54"
"40","Oklahoma","2001","10.6%","","55 to 64"
"40","Oklahoma","2001","8.4%","","65 or older"
"40","Oklahoma","2002","14.1%","","18 to 24"
"40","Oklahoma","2002","13.9%","","25 to 34"
"40","Oklahoma","2002","9.8%","","35 to 44"
"40","Oklahoma","2002","10.1%","","45 to 54"
"40","Oklahoma","2002","9.9%","","55 to 64"
"40","Oklahoma","2002","10.1%","","65 or older"
"40","Oklahoma","2003","13.9%","","18 to 24"
"40","Oklahoma","2003","15.2%","","25 to 34"
"40","Oklahoma","2003","10.7%","","35 to 44"
"40","Oklahoma","2003","12.2%","","45 to 54"
"40","Oklahoma","2003","10.6%","","55 to 64"
"40","Oklahoma","2003","8.5%","","65 or older"
"40","Oklahoma","2004","18.4%","","18 to 24"
"40","Oklahoma","2004","13.6%","","25 to 34"
"40","Oklahoma","2004","11.7%","","35 to 44"
"40","Oklahoma","2004","13.1%","","45 to 54"
"40","Oklahoma","2004","13.3%","","55 to 64"
"40","Oklahoma","2004","11.2%","","65 or older"
"40","Oklahoma","2005","15.2%","","18 to 24"
"40","Oklahoma","2005","14.4%","","25 to 34"
"40","Oklahoma","2005","12.8%","","35 to 44"
"40","Oklahoma","2005","11.9%","","45 to 54"
"40","Oklahoma","2005","13.9%","","55 to 64"
"40","Oklahoma","2005","12.1%","","65 or older"
"40","Oklahoma","2006","15.4%","","18 to 24"
"40","Oklahoma","2006","15.8%","","25 to 34"
"40","Oklahoma","2006","15.3%","","35 to 44"
"40","Oklahoma","2006","13.9%","","45 to 54"
"40","Oklahoma","2006","12.8%","","55 to 64"
"40","Oklahoma","2006","11.3%","","65 or older"
"40","Oklahoma","2007","19.9%","","18 to 24"
"40","Oklahoma","2007","13.1%","","25 to 34"
"40","Oklahoma","2007","12.2%","","35 to 44"
"40","Oklahoma","2007","13.5%","","45 to 54"
"40","Oklahoma","2007","13.9%","","55 to 64"
"40","Oklahoma","2007","10.8%","","65 or older"
"40","Oklahoma","2008","16.4%","","18 to 24"
"40","Oklahoma","2008","15.2%","","25 to 34"
"40","Oklahoma","2008","14.6%","","35 to 44"
"40","Oklahoma","2008","13.2%","","45 to 54"
"40","Oklahoma","2008","13.9%","","55 to 64"
"40","Oklahoma","2008","10.9%","","65 or older"
"40","Oklahoma","2009","21.1%","","18 to 24"
"40","Oklahoma","2009","20.3%","","25 to 34"
"40","Oklahoma","2009","13.8%","","35 to 44"
"40","Oklahoma","2009","14.6%","","45 to 54"
"40","Oklahoma","2009","12.4%","","55 to 64"
"40","Oklahoma","2009","12.2%","","65 or older"
"40","Oklahoma","2010","21.1%","","18 to 24"
"40","Oklahoma","2010","14.5%","","25 to 34"
"40","Oklahoma","2010","11.9%","","35 to 44"
"40","Oklahoma","2010","13.3%","","45 to 54"
"40","Oklahoma","2010","15.6%","","55 to 64"
"40","Oklahoma","2010","12.4%","","65 or older"
"41","Oregon","1999","Data Not Collected","","18 to 24"
"41","Oregon","1999","Data Not Collected","","25 to 34"
"41","Oregon","1999","Data Not Collected","","35 to 44"
"41","Oregon","1999","Data Not Collected","","45 to 54"
"41","Oregon","1999","Data Not Collected","","55 to 64"
"41","Oregon","1999","Data Not Collected","","65 or older"
"41","Oregon","2000","13.4%","","18 to 24"
"41","Oregon","2000","10.3%","","25 to 34"
"41","Oregon","2000","12.7%","","35 to 44"
"41","Oregon","2000","12.8%","","45 to 54"
"41","Oregon","2000","14.0%","","55 to 64"
"41","Oregon","2000","9.9%","","65 or older"
"41","Oregon","2001","14.5%","","18 to 24"
"41","Oregon","2001","13.3%","","25 to 34"
"41","Oregon","2001","11.7%","","35 to 44"
"41","Oregon","2001","12.7%","","45 to 54"
"41","Oregon","2001","16.2%","","55 to 64"
"41","Oregon","2001","10.9%","","65 or older"
"41","Oregon","2002","15.6%","","18 to 24"
"41","Oregon","2002","12.9%","","25 to 34"
"41","Oregon","2002","11.9%","","35 to 44"
"41","Oregon","2002","15.9%","","45 to 54"
"41","Oregon","2002","15.4%","","55 to 64"
"41","Oregon","2002","12.7%","","65 or older"
"41","Oregon","2003","19.0%","","18 to 24"
"41","Oregon","2003","16.5%","","25 to 34"
"41","Oregon","2003","14.7%","","35 to 44"
"41","Oregon","2003","14.1%","","45 to 54"
"41","Oregon","2003","12.2%","","55 to 64"
"41","Oregon","2003","12.1%","","65 or older"
"41","Oregon","2004","27.7%","","18 to 24"
"41","Oregon","2004","16.6%","","25 to 34"
"41","Oregon","2004","14.1%","","35 to 44"
"41","Oregon","2004","14.9%","","45 to 54"
"41","Oregon","2004","16.3%","","55 to 64"
"41","Oregon","2004","11.6%","","65 or older"
"41","Oregon","2005","21.2%","","18 to 24"
"41","Oregon","2005","16.1%","","25 to 34"
"41","Oregon","2005","14.6%","","35 to 44"
"41","Oregon","2005","14.9%","","45 to 54"
"41","Oregon","2005","14.1%","","55 to 64"
"41","Oregon","2005","12.4%","","65 or older"
"41","Oregon","2006","18.7%","","18 to 24"
"41","Oregon","2006","16.4%","","25 to 34"
"41","Oregon","2006","14.4%","","35 to 44"
"41","Oregon","2006","15.1%","","45 to 54"
"41","Oregon","2006","15.4%","","55 to 64"
"41","Oregon","2006","12.6%","","65 or older"
"41","Oregon","2007","21.8%","","18 to 24"
"41","Oregon","2007","16.8%","","25 to 34"
"41","Oregon","2007","14.0%","","35 to 44"
"41","Oregon","2007","16.7%","","45 to 54"
"41","Oregon","2007","14.1%","","55 to 64"
"41","Oregon","2007","12.5%","","65 or older"
"41","Oregon","2008","20.6%","","18 to 24"
"41","Oregon","2008","12.7%","","25 to 34"
"41","Oregon","2008","13.7%","","35 to 44"
"41","Oregon","2008","15.4%","","45 to 54"
"41","Oregon","2008","14.7%","","55 to 64"
"41","Oregon","2008","14.3%","","65 or older"
"41","Oregon","2009","16.7%","","18 to 24"
"41","Oregon","2009","19.3%","","25 to 34"
"41","Oregon","2009","14.8%","","35 to 44"
"41","Oregon","2009","18.2%","","45 to 54"
"41","Oregon","2009","15.6%","","55 to 64"
"41","Oregon","2009","13.4%","","65 or older"
"41","Oregon","2010","26.2%","","18 to 24"
"41","Oregon","2010","14.9%","","25 to 34"
"41","Oregon","2010","14.6%","","35 to 44"
"41","Oregon","2010","16.9%","","45 to 54"
"41","Oregon","2010","14.8%","","55 to 64"
"41","Oregon","2010","13.2%","","65 or older"
"42","Pennsylvania","1999","19.8%","","18 to 24"
"42","Pennsylvania","1999","11.8%","","25 to 34"
"42","Pennsylvania","1999","7.2%","","35 to 44"
"42","Pennsylvania","1999","12.3%","","45 to 54"
"42","Pennsylvania","1999","9.0%","","55 to 64"
"42","Pennsylvania","1999","8.1%","","65 or older"
"42","Pennsylvania","2000","16.3%","","18 to 24"
"42","Pennsylvania","2000","10.3%","","25 to 34"
"42","Pennsylvania","2000","8.0%","","35 to 44"
"42","Pennsylvania","2000","7.6%","","45 to 54"
"42","Pennsylvania","2000","8.4%","","55 to 64"
"42","Pennsylvania","2000","7.7%","","65 or older"
"42","Pennsylvania","2001","18.9%","","18 to 24"
"42","Pennsylvania","2001","11.6%","","25 to 34"
"42","Pennsylvania","2001","10.1%","","35 to 44"
"42","Pennsylvania","2001","11.4%","","45 to 54"
"42","Pennsylvania","2001","7.8%","","55 to 64"
"42","Pennsylvania","2001","6.9%","","65 or older"
"42","Pennsylvania","2002","18.4%","","18 to 24"
"42","Pennsylvania","2002","12.9%","","25 to 34"
"42","Pennsylvania","2002","10.7%","","35 to 44"
"42","Pennsylvania","2002","10.8%","","45 to 54"
"42","Pennsylvania","2002","10.7%","","55 to 64"
"42","Pennsylvania","2002","8.4%","","65 or older"
"42","Pennsylvania","2003","13.7%","","18 to 24"
"42","Pennsylvania","2003","13.6%","","25 to 34"
"42","Pennsylvania","2003","11.5%","","35 to 44"
"42","Pennsylvania","2003","12.6%","","45 to 54"
"42","Pennsylvania","2003","10.2%","","55 to 64"
"42","Pennsylvania","2003","10.9%","","65 or older"
"42","Pennsylvania","2004","20.2%","","18 to 24"
"42","Pennsylvania","2004","14.8%","","25 to 34"
"42","Pennsylvania","2004","12.8%","","35 to 44"
"42","Pennsylvania","2004","13.2%","","45 to 54"
"42","Pennsylvania","2004","12.6%","","55 to 64"
"42","Pennsylvania","2004","8.2%","","65 or older"
"42","Pennsylvania","2005","19.2%","","18 to 24"
"42","Pennsylvania","2005","14.9%","","25 to 34"
"42","Pennsylvania","2005","12.7%","","35 to 44"
"42","Pennsylvania","2005","11.7%","","45 to 54"
"42","Pennsylvania","2005","10.1%","","55 to 64"
"42","Pennsylvania","2005","8.0%","","65 or older"
"42","Pennsylvania","2006","14.9%","","18 to 24"
"42","Pennsylvania","2006","14.8%","","25 to 34"
"42","Pennsylvania","2006","12.5%","","35 to 44"
"42","Pennsylvania","2006","11.5%","","45 to 54"
"42","Pennsylvania","2006","10.9%","","55 to 64"
"42","Pennsylvania","2006","9.7%","","65 or older"
"42","Pennsylvania","2007","20.9%","","18 to 24"
"42","Pennsylvania","2007","16.7%","","25 to 34"
"42","Pennsylvania","2007","11.2%","","35 to 44"
"42","Pennsylvania","2007","13.5%","","45 to 54"
"42","Pennsylvania","2007","10.3%","","55 to 64"
"42","Pennsylvania","2007","8.3%","","65 or older"
"42","Pennsylvania","2008","16.1%","","18 to 24"
"42","Pennsylvania","2008","14.8%","","25 to 34"
"42","Pennsylvania","2008","12.7%","","35 to 44"
"42","Pennsylvania","2008","13.0%","","45 to 54"
"42","Pennsylvania","2008","12.9%","","55 to 64"
"42","Pennsylvania","2008","11.3%","","65 or older"
"42","Pennsylvania","2009","22.9%","","18 to 24"
"42","Pennsylvania","2009","15.8%","","25 to 34"
"42","Pennsylvania","2009","13.2%","","35 to 44"
"42","Pennsylvania","2009","11.6%","","45 to 54"
"42","Pennsylvania","2009","11.1%","","55 to 64"
"42","Pennsylvania","2009","9.7%","","65 or older"
"42","Pennsylvania","2010","22.4%","","18 to 24"
"42","Pennsylvania","2010","15.3%","","25 to 34"
"42","Pennsylvania","2010","13.0%","","35 to 44"
"42","Pennsylvania","2010","13.9%","","45 to 54"
"42","Pennsylvania","2010","14.9%","","55 to 64"
"42","Pennsylvania","2010","10.2%","","65 or older"
"44","Rhode Island","1999","Data Not Collected","","18 to 24"
"44","Rhode Island","1999","Data Not Collected","","25 to 34"
"44","Rhode Island","1999","Data Not Collected","","35 to 44"
"44","Rhode Island","1999","Data Not Collected","","45 to 54"
"44","Rhode Island","1999","Data Not Collected","","55 to 64"
"44","Rhode Island","1999","Data Not Collected","","65 or older"
"44","Rhode Island","2000","15.2%","","18 to 24"
"44","Rhode Island","2000","13.6%","","25 to 34"
"44","Rhode Island","2000","12.7%","","35 to 44"
"44","Rhode Island","2000","10.8%","","45 to 54"
"44","Rhode Island","2000","12.6%","","55 to 64"
"44","Rhode Island","2000","7.3%","","65 or older"
"44","Rhode Island","2001","16.4%","","18 to 24"
"44","Rhode Island","2001","15.9%","","25 to 34"
"44","Rhode Island","2001","12.4%","","35 to 44"
"44","Rhode Island","2001","11.3%","","45 to 54"
"44","Rhode Island","2001","12.0%","","55 to 64"
"44","Rhode Island","2001","7.1%","","65 or older"
"44","Rhode Island","2002","19.4%","","18 to 24"
"44","Rhode Island","2002","12.1%","","25 to 34"
"44","Rhode Island","2002","12.7%","","35 to 44"
"44","Rhode Island","2002","14.0%","","45 to 54"
"44","Rhode Island","2002","10.8%","","55 to 64"
"44","Rhode Island","2002","9.4%","","65 or older"
"44","Rhode Island","2003","24.3%","","18 to 24"
"44","Rhode Island","2003","15.8%","","25 to 34"
"44","Rhode Island","2003","13.7%","","35 to 44"
"44","Rhode Island","2003","12.9%","","45 to 54"
"44","Rhode Island","2003","14.5%","","55 to 64"
"44","Rhode Island","2003","8.2%","","65 or older"
"44","Rhode Island","2004","19.2%","","18 to 24"
"44","Rhode Island","2004","16.9%","","25 to 34"
"44","Rhode Island","2004","14.0%","","35 to 44"
"44","Rhode Island","2004","14.8%","","45 to 54"
"44","Rhode Island","2004","12.0%","","55 to 64"
"44","Rhode Island","2004","11.2%","","65 or older"
"44","Rhode Island","2005","24.1%","","18 to 24"
"44","Rhode Island","2005","13.7%","","25 to 34"
"44","Rhode Island","2005","15.8%","","35 to 44"
"44","Rhode Island","2005","13.4%","","45 to 54"
"44","Rhode Island","2005","13.7%","","55 to 64"
"44","Rhode Island","2005","13.3%","","65 or older"
"44","Rhode Island","2006","22.2%","","18 to 24"
"44","Rhode Island","2006","16.8%","","25 to 34"
"44","Rhode Island","2006","14.6%","","35 to 44"
"44","Rhode Island","2006","14.8%","","45 to 54"
"44","Rhode Island","2006","15.9%","","55 to 64"
"44","Rhode Island","2006","13.0%","","65 or older"
